orderitems_id,product_id,order_id,price,quantity,shipping_id
4573919,10348,34518279,208.45,27,6252
4573920,10967,34527568,392.27,2,6483
4573921,11568,34529993,134.55,90,23050
4573922,11533,34521309,624.14,25,21389
4573923,10481,34522625,484.58,94,18482
4573924,10436,34526858,455.02,57,13692
4573925,11871,34512467,242.02,84,10303
4573926,11350,34512728,163.49,45,23131
4573927,10503,34516793,493.93,11,24082
4573928,11645,34526049,284.1,3,23413
4573929,10856,34524151,187.35,48,25669
4573930,10454,34516637,28.39,80,7127
4573931,10321,34514044,970.01,10,18583
4573932,11870,34518434,899.38,100,11034
4573933,10280,34517904,47.43,60,11026
4573934,11846,34524531,745.85,82,8170
4573935,11861,34521899,969.87,61,16914
4573936,10435,34522341,569.33,43,22616
4573937,11849,34527353,635.74,6,15522
4573938,11695,34528417,142.57,28,12494
4573939,10956,34529960,408.71,37,8432
4573940,10976,34527944,774.43,10,24530
4573941,10696,34517047,905.93,95,23469
4573942,10647,34519727,983.75,8,9795
4573943,11387,34516660,540.16,83,23563
4573944,11706,34526203,770.88,23,16743
4573945,10004,34523082,869.03,75,13111
4573946,11186,34523782,599.4,96,21158
4573947,11313,34512744,389.36,15,9066
4573948,10692,34521768,602.24,90,18604
4573949,10203,34522734,997.75,77,7503
4573950,11820,34523512,918.45,57,16814
4573951,10003,34521466,283.67,83,20785
4573952,11833,34528758,844.69,43,17868
4573953,10252,34526131,312.07,9,24054
4573954,11749,34515422,948.4,60,21890
4573955,11679,34516998,69.12,65,14261
4573956,10480,34517777,278.54,83,13285
4573957,11576,34525065,662.81,50,14799
4573958,11863,34530407,842.47,3,25006
4573959,10721,34516757,417.12,60,25345
4573960,11836,34524284,915.53,63,8580
4573961,10012,34517091,447.1,15,19284
4573962,11763,34521326,640.82,11,18023
4573963,10511,34514220,802.42,6,21691
4573964,10289,34527017,285.01,12,15471
4573965,11103,34517665,464.89,91,22179
4573966,11295,34529948,857.81,96,19026
4573967,11283,34529715,881.4,56,18702
4573968,10091,34521764,467.57,84,8686
4573969,11571,34525901,343.72,15,24520
4573970,10126,34531841,376.4,82,7969
4573971,10177,34528048,99.17,72,19748
4573972,11837,34522883,543.07,86,12636
4573973,11855,34512423,956.88,38,22374
4573974,10620,34526043,916.14,84,14919
4573975,10099,34522194,392.99,37,7779
4573976,11608,34518303,709.97,67,13710
4573977,10381,34525220,898.13,81,20620
4573978,11364,34514803,651.25,54,7109
4573979,11779,34525847,566.96,87,5794
4573980,11096,34514596,733.67,28,19736
4573981,11731,34516115,665.96,12,22119
4573982,11579,34513984,949.38,11,19355
4573983,10432,34529706,491.04,30,7950
4573984,10711,34517096,115.95,8,8797
4573985,9883,34512777,457.55,15,10329
4573986,11739,34518729,227.37,80,15979
4573987,11697,34525182,401.78,37,7459
4573988,10209,34525476,573.43,29,24297
4573989,10165,34514909,856.3,15,8765
4573990,10125,34519060,746.57,85,7682
4573991,10832,34526612,274.51,16,9246
4573992,11471,34531620,531.99,90,20695
4573993,10765,34531550,723.58,8,13112
4573994,11261,34528674,101.19,5,20878
4573995,10564,34526727,186.56,86,25223
4573996,11777,34529828,49.99,55,9948
4573997,11233,34521142,261.18,92,21864
4573998,10490,34529157,923.4,81,7404
4573999,11509,34517231,461.95,68,17465
4574000,11300,34529473,369.31,89,23686
4574001,10804,34528847,787.31,44,24697
4574002,11053,34512912,486.41,13,9078
4574003,10521,34513033,505.92,62,11276
4574004,10313,34525566,974.06,26,10573
4574005,10772,34532325,181.41,32,23057
4574006,11716,34524334,386.71,84,20434
4574007,10981,34528057,972.44,54,22767
4574008,11190,34521455,22.22,48,12383
4574009,9989,34524414,245.12,60,12866
4574010,10511,34520920,461.81,31,17042
4574011,9985,34514816,757,24,14590
4574012,10727,34522567,807.17,19,24709
4574013,10108,34528227,38.96,26,12731
4574014,11268,34516888,274.42,3,15963
4574015,10319,34515108,636.88,55,20287
4574016,10971,34530961,801.47,83,20897
4574017,10465,34515205,572.34,39,9688
4574018,10410,34521383,991.81,70,19256
4574019,10676,34513951,59.68,99,8387
4574020,11509,34531424,585.7,93,21684
4574021,11010,34514441,399.06,80,7067
4574022,11866,34529221,206.43,83,20070
4574023,10054,34518782,152.06,86,16448
4574024,10791,34512828,213.12,84,9595
4574025,10579,34520125,776.6,3,16465
4574026,10409,34522715,63.47,43,22579
4574027,11638,34530637,41.33,23,6438
4574028,11310,34515030,787.01,92,24227
4574029,11333,34520056,516.72,58,11466
4574030,10857,34524474,551.81,43,9855
4574031,10381,34515180,212.05,56,21020
4574032,10410,34518576,459.55,43,22516
4574033,11749,34523123,412.7,73,9398
4574034,10445,34517890,505.26,35,20137
4574035,10146,34518750,809.61,9,15957
4574036,11258,34527178,651.83,90,21138
4574037,11853,34525914,420.91,62,17989
4574038,10758,34526436,800.51,5,6294
4574039,11713,34515461,248.64,82,13323
4574040,10192,34525362,519.51,45,9531
4574041,10967,34525695,715.79,15,15093
4574042,10270,34517392,915.83,85,9142
4574043,11836,34512827,963.78,54,21430
4574044,11771,34521921,580.4,67,11471
4574045,11828,34530013,887.01,63,7550
4574046,11073,34515563,471.84,47,8656
4574047,10841,34520282,956.91,45,24760
4574048,11250,34518639,53.76,73,7902
4574049,9928,34524482,982.97,64,22915
4574050,10508,34518633,253.53,89,23893
4574051,10247,34519849,508.35,22,13449
4574052,11631,34525738,146.32,96,13221
4574053,10916,34528915,372.02,87,9664
4574054,10728,34519970,132.89,28,13221
4574055,11000,34531404,958.79,25,11875
4574056,10874,34518946,999.88,11,21390
4574057,10133,34527506,187.78,96,20038
4574058,10363,34515145,303.74,41,13740
4574059,11347,34512774,705.56,52,21998
4574060,9944,34519746,776.34,9,19851
4574061,10491,34513104,745.2,45,16504
4574062,10725,34528087,154.19,67,20994
4574063,10250,34518413,885.38,8,8196
4574064,11182,34530779,820.79,98,22288
4574065,9918,34517183,857.4,67,14568
4574066,10668,34531698,167.64,97,22620
4574067,11037,34529404,113.7,21,9229
4574068,9939,34526548,91.09,2,20116
4574069,10602,34518979,295.17,72,7020
4574070,11390,34529157,80.69,42,7404
4574071,11304,34525952,119.72,91,6421
4574072,10177,34525344,255.52,80,19117
4574073,10419,34522257,760.11,67,22236
4574074,10786,34524252,877.39,53,7586
4574075,10312,34519278,847.09,19,18037
4574076,11272,34532337,989.78,29,9042
4574077,10424,34513308,454.84,12,10034
4574078,11149,34522904,162.12,28,12714
4574079,10325,34525721,792.2,34,13807
4574080,10798,34527781,926.96,15,25187
4574081,10976,34529701,843.74,18,17512
4574082,10316,34529394,950.51,96,9105
4574083,10974,34514895,778.31,24,16753
4574084,11068,34526415,214.17,87,11287
4574085,10362,34531285,587.82,64,10021
4574086,11176,34519158,139,7,16320
4574087,10908,34531028,99.72,83,16905
4574088,11021,34521703,494.97,23,7117
4574089,10033,34532377,720.69,45,17178
4574090,11019,34530350,668.52,81,15740
4574091,10257,34525848,661.77,78,20455
4574092,10813,34528168,929.69,73,21171
4574093,10641,34528219,292.41,43,22662
4574094,11076,34530964,304.84,1,13990
4574095,10379,34530720,327.96,68,8299
4574096,11836,34519812,112.6,23,17591
4574097,11101,34530259,25.91,17,6045
4574098,11093,34528023,410.44,100,16091
4574099,9946,34520651,621.7,85,14249
4574100,11205,34523134,566.49,66,14228
4574101,11623,34527990,478.95,56,12088
4574102,11551,34522112,556.6,91,13416
4574103,11517,34516063,602.42,53,19026
4574104,11471,34528746,846.24,22,14892
4574105,9914,34530401,116.78,87,18597
4574106,11297,34518953,251.41,27,10132
4574107,10794,34523878,920.64,10,25013
4574108,10948,34525223,466.93,43,11582
4574109,10978,34518044,517.8,3,7731
4574110,11529,34515374,504.77,18,25243
4574111,11656,34513761,462.41,36,12782
4574112,10530,34530172,925.67,82,25420
4574113,11451,34518075,698.08,87,9247
4574114,11120,34525817,442.4,45,15158
4574115,10368,34519640,389.25,95,20143
4574116,10631,34519534,95.1,53,23198
4574117,10445,34518176,22.52,8,7281
4574118,11012,34523707,196.79,81,12190
4574119,11031,34521395,885.77,6,15821
4574120,10735,34527888,600.55,81,15440
4574121,10425,34518252,402.88,68,13059
4574122,11343,34523049,633.43,27,9247
4574123,11576,34517873,937.44,25,19930
4574124,11462,34518720,458.68,62,13766
4574125,10130,34529502,210.29,47,8997
4574126,11212,34516207,907.53,12,20622
4574127,11257,34527782,955.81,97,15945
4574128,10395,34521122,536.75,20,7016
4574129,10055,34517083,22.31,61,18061
4574130,11235,34520032,270.21,29,6821
4574131,9964,34526281,595.17,52,15079
4574132,11259,34513634,308,5,24168
4574133,10067,34517951,589.44,6,23279
4574134,11837,34522121,528.77,61,9164
4574135,10632,34532096,258.99,85,20478
4574136,10843,34524604,865.42,91,13259
4574137,10052,34512662,644.72,38,12285
4574138,11224,34514014,852.99,75,21478
4574139,11593,34517891,246.5,39,16716
4574140,10337,34520511,903.04,63,9136
4574141,10276,34527068,118.4,56,18905
4574142,11013,34530106,885.76,97,10434
4574143,10061,34516619,864.09,84,23902
4574144,11678,34528823,447.76,81,16324
4574145,10016,34514551,632.73,79,13280
4574146,10241,34526005,308.2,27,20638
4574147,11413,34520843,636.97,63,20187
4574148,10091,34513684,21.08,41,22364
4574149,11173,34525672,675.76,19,6387
4574150,10219,34515975,529.45,18,18071
4574151,11177,34518730,705.83,73,20283
4574152,11687,34523880,104.02,29,19525
4574153,11680,34523031,191.17,39,21621
4574154,10695,34525143,781.7,58,9112
4574155,11833,34532286,504.75,12,8983
4574156,10027,34522525,593.27,13,25125
4574157,10301,34522529,429.14,91,19299
4574158,10805,34526516,389.65,31,19554
4574159,11679,34513543,147.18,74,21144
4574160,11384,34517019,610.66,70,21427
4574161,11157,34531886,23.16,14,11881
4574162,11457,34513691,481.21,80,15678
4574163,10306,34520746,466.24,55,19231
4574164,11130,34525276,963.43,63,20952
4574165,11270,34523952,742.65,9,25225
4574166,11759,34529118,570.8,6,17955
4574167,11801,34521028,215.96,98,14339
4574168,11326,34516987,878.4,48,7044
4574169,10154,34519806,942.44,65,14655
4574170,10590,34522017,625.88,28,21513
4574171,11573,34515566,738.62,88,23164
4574172,10956,34527568,241.99,4,6483
4574173,10470,34517229,832.06,98,18661
4574174,10979,34522273,335.5,38,16296
4574175,10105,34531735,654.67,98,23888
4574176,10999,34513826,983.88,52,12646
4574177,11646,34519853,635.25,78,19400
4574178,10795,34525577,596.49,23,17415
4574179,11783,34513466,628.18,42,20553
4574180,10034,34531334,632.57,11,11048
4574181,11000,34512881,21.88,75,21534
4574182,9880,34522043,604.74,5,25511
4574183,10204,34526978,265.06,90,6898
4574184,10468,34530214,48.24,79,15538
4574185,10739,34524430,973.22,87,7071
4574186,11653,34522353,806.12,70,11546
4574187,11706,34531860,351.13,73,13481
4574188,10454,34524732,951.37,71,7115
4574189,9908,34523725,178.53,54,16587
4574190,10333,34527400,249.15,87,18102
4574191,11111,34513384,642.77,12,17796
4574192,10098,34517837,826.58,100,10053
4574193,11091,34530137,155.38,17,21510
4574194,10514,34530277,223.79,93,17614
4574195,10633,34527019,241.23,87,15527
4574196,11330,34520421,50.16,54,11364
4574197,10742,34515599,356.86,40,19248
4574198,10687,34531893,701.31,6,14606
4574199,10647,34520557,545.35,75,22579
4574200,11731,34515012,453.95,19,16169
4574201,10785,34532070,365.68,2,20741
4574202,11394,34524005,438.83,54,22003
4574203,10990,34526842,579.5,10,10713
4574204,11457,34528482,82.3,73,19306
4574205,11042,34526465,651.36,22,12044
4574206,11670,34531231,943.3,69,21631
4574207,11639,34523763,919.67,30,9731
4574208,10970,34520504,634.58,31,12592
4574209,10359,34516550,239.94,70,24383
4574210,10425,34515401,49.84,66,7305
4574211,11020,34526167,89.2,47,8646
4574212,11210,34512452,509.86,55,18145
4574213,10805,34519775,927.07,5,11612
4574214,11722,34512448,242.12,100,16418
4574215,11402,34516641,771.57,15,24049
4574216,11386,34532379,484.67,45,20726
4574217,10689,34521906,801.61,97,19546
4574218,10827,34513277,112.88,91,5679
4574219,10750,34527237,396.08,60,21385
4574220,10736,34516125,583.08,69,10362
4574221,11000,34515376,950.17,8,10734
4574222,11474,34529091,277.51,35,17557
4574223,10920,34522784,705.5,25,13451
4574224,11101,34523185,634.66,9,12033
4574225,10885,34515830,329.56,72,12479
4574226,11821,34522807,689.53,89,13983
4574227,11004,34512498,659.91,45,19519
4574228,10666,34527848,624.85,83,10990
4574229,11110,34525652,387.71,49,19034
4574230,10205,34522874,561.22,59,22231
4574231,10593,34516540,23.29,35,22936
4574232,11539,34518863,675.2,90,13982
4574233,10949,34526418,489.58,53,11308
4574234,9989,34519491,939.77,86,25142
4574235,11039,34519123,883.84,90,25386
4574236,10581,34522561,580.73,36,11713
4574237,10169,34525560,720.69,4,6671
4574238,10162,34530942,191.51,97,19074
4574239,10830,34525808,925.6,69,13334
4574240,10575,34524752,606.95,24,19819
4574241,10285,34519503,238.31,14,21742
4574242,10795,34518382,712.49,95,12343
4574243,11251,34520628,55.79,48,17739
4574244,11258,34516374,642.99,8,12004
4574245,10657,34516878,927.67,64,23094
4574246,10128,34520590,278.44,80,12428
4574247,11321,34522703,783.42,12,11815
4574248,11487,34530665,927.77,15,14669
4574249,10630,34530600,762.65,5,16304
4574250,10442,34524531,286.86,23,8170
4574251,11669,34532205,177.44,70,10796
4574252,11855,34513460,523.43,96,16922
4574253,10766,34523503,464.62,68,24392
4574254,11083,34525470,373.52,85,15230
4574255,11234,34524033,138.5,85,11240
4574256,10824,34519044,180.25,65,23952
4574257,10362,34519894,748.71,87,13252
4574258,11833,34530885,781.98,20,13317
4574259,11198,34526184,523.04,41,22530
4574260,11008,34517234,774.64,23,13957
4574261,10359,34529061,715.49,3,15154
4574262,11347,34517663,454.4,83,16967
4574263,11004,34522632,495.86,42,24380
4574264,10727,34529284,430.21,96,15483
4574265,10314,34512812,21.84,28,7964
4574266,10539,34523438,808.96,49,12650
4574267,10451,34515021,893,2,19145
4574268,10959,34529817,14,26,7388
4574269,10313,34529757,360.58,98,18006
4574270,10948,34512687,629.69,6,7623
4574271,11726,34521277,779.58,21,16624
4574272,11330,34527321,55.94,69,9196
4574273,11460,34519289,490.06,50,20793
4574274,11030,34532321,222.29,15,24840
4574275,10113,34519365,578.55,62,13781
4574276,9959,34513963,125.06,87,9239
4574277,9958,34519616,976.38,54,19671
4574278,11089,34521162,131.05,34,13060
4574279,10453,34513719,250.13,52,7940
4574280,10493,34527981,63.46,84,12554
4574281,10060,34521784,729,23,16147
4574282,10524,34516897,915.23,30,12994
4574283,10510,34518153,727.63,38,20931
4574284,9993,34527835,750.45,40,7297
4574285,11565,34528626,300.48,40,17819
4574286,11114,34516384,996.43,25,7538
4574287,10241,34518786,644.15,79,18679
4574288,10476,34522841,435.04,42,22628
4574289,10032,34516493,415.97,20,9501
4574290,11645,34519828,785.71,66,19359
4574291,11740,34527290,207.4,61,10307
4574292,11652,34515130,730.56,62,12118
4574293,11567,34524105,858.82,10,24805
4574294,10372,34524998,276.05,76,10133
4574295,11024,34528167,687.27,25,13585
4574296,10241,34512606,157.83,95,24111
4574297,10460,34531526,913.51,8,10831
4574298,9905,34516698,961.01,41,6333
4574299,10221,34520191,146.72,58,24991
4574300,11039,34515711,491.64,93,20531
4574301,11715,34513547,573.28,96,21028
4574302,10528,34529127,556.04,28,10027
4574303,11607,34530454,983.29,98,21533
4574304,11827,34515593,837.52,72,14790
4574305,10306,34527423,883.12,5,13057
4574306,11205,34523337,145.8,2,21378
4574307,11396,34523087,191.79,7,20952
4574308,11618,34526553,135.83,28,7672
4574309,11154,34514183,513.53,93,14420
4574310,11066,34525235,612.99,9,19161
4574311,10314,34515023,256.94,31,6928
4574312,11491,34532376,875.92,93,25473
4574313,10006,34523270,226.96,25,19622
4574314,11422,34527224,491.64,12,10905
4574315,11481,34519547,232.42,47,7089
4574316,11048,34528528,530.28,29,19069
4574317,11634,34521239,456.65,66,6349
4574318,10945,34515894,779.65,56,15764
4574319,11749,34528755,878.94,66,6932
4574320,10294,34517259,930.31,5,8376
4574321,11205,34524199,631.37,63,11047
4574322,11499,34527891,752.43,50,24263
4574323,10458,34512767,529.88,37,23975
4574324,10660,34526403,285.97,93,6423
4574325,11672,34528401,943.6,3,21145
4574326,10041,34529581,264.87,66,11351
4574327,11081,34519432,738.93,66,9234
4574328,10448,34520075,691.01,5,13044
4574329,10584,34530575,543.81,71,18813
4574330,11443,34523891,415.79,91,17437
4574331,10623,34519023,120.27,19,17705
4574332,10008,34521335,616.39,40,16320
4574333,10907,34522466,816.25,87,14658
4574334,10681,34517848,649.37,30,8132
4574335,10546,34518572,192.49,74,9721
4574336,11003,34513213,851.1,47,11129
4574337,11173,34516800,998.68,18,18575
4574338,10335,34521977,271.63,39,9833
4574339,10789,34515511,212.21,37,10350
4574340,11708,34515934,943.71,48,20550
4574341,10051,34521563,74.82,15,21813
4574342,10027,34515755,697.55,82,23974
4574343,11026,34526458,830.66,74,18339
4574344,10703,34525275,220.17,70,23135
4574345,10264,34512833,94.23,70,10032
4574346,10794,34522022,238.19,84,16965
4574347,10123,34517177,956.75,37,7694
4574348,10148,34527135,634.63,91,11048
4574349,11033,34515218,852.84,63,23965
4574350,9930,34522376,186.8,41,6794
4574351,11831,34519026,610.75,27,22793
4574352,11514,34526519,22.78,15,20562
4574353,11513,34526000,748.14,54,7656
4574354,9906,34528255,218.38,38,7515
4574355,11197,34512953,665.27,45,21264
4574356,11230,34517964,836.83,9,14935
4574357,10538,34516836,300.43,24,13296
4574358,11565,34517960,43.31,66,21060
4574359,11521,34528270,37.64,76,19227
4574360,11336,34512853,256.57,46,9916
4574361,10848,34530232,216.86,1,14631
4574362,10036,34525000,81.19,88,23226
4574363,10410,34521259,904.65,28,14397
4574364,11628,34529289,865.44,60,9484
4574365,10673,34520316,506.42,62,19356
4574366,10393,34517070,656.91,27,18713
4574367,11843,34514196,829.96,96,17277
4574368,10526,34519730,986.36,10,16369
4574369,10379,34523338,599.44,60,11238
4574370,11158,34524416,968.29,43,6793
4574371,10494,34526813,654.38,96,25091
4574372,10872,34526859,110.73,49,9650
4574373,11479,34515676,135.8,58,18728
4574374,10377,34518464,966.89,11,23782
4574375,9925,34519081,484.28,83,19349
4574376,11142,34526546,10.05,45,24196
4574377,11558,34528603,512.15,29,20054
4574378,10790,34527576,404.06,89,7919
4574379,11415,34528532,708.83,35,7750
4574380,11146,34527580,55.3,48,10096
4574381,11091,34519472,35.49,19,12541
4574382,10128,34523600,664.91,30,23602
4574383,11492,34523167,71.87,38,7541
4574384,10076,34512571,955.46,44,11883
4574385,10422,34525871,765.25,43,21611
4574386,10606,34522439,901.97,24,19235
4574387,11714,34517368,96.8,78,21938
4574388,11258,34515671,231.19,91,13971
4574389,9963,34525591,220.63,63,23337
4574390,11085,34528598,963.26,60,12256
4574391,11461,34516354,477.83,62,18005
4574392,11301,34527780,502.31,99,16717
4574393,10326,34528986,62.14,44,6265
4574394,11558,34518231,596.57,32,23657
4574395,10791,34514723,132.59,98,25486
4574396,10673,34523110,999.64,33,22246
4574397,9967,34526806,469.23,90,8613
4574398,11439,34522957,485.84,89,23420
4574399,10242,34517181,405.87,55,12473
4574400,9905,34527460,436.65,83,25036
4574401,10548,34518744,156.93,46,13893
4574402,11434,34519888,276.4,9,21086
4574403,11626,34517707,735.96,65,19829
4574404,9923,34527386,945.56,85,17215
4574405,11637,34529008,153.41,56,12849
4574406,10309,34522033,68.89,92,12464
4574407,11774,34521858,289.1,97,8432
4574408,11194,34516387,564.97,16,13847
4574409,11691,34527819,834.41,44,6944
4574410,10085,34522084,56.24,59,18978
4574411,10492,34523835,970.01,100,10655
4574412,10033,34512506,81.77,84,11369
4574413,11741,34518819,647.17,34,13038
4574414,11245,34518533,52.34,69,21476
4574415,11698,34518748,788.83,53,8699
4574416,11202,34513455,652.49,9,16848
4574417,10109,34514609,664.1,15,23689
4574418,11068,34529247,376.26,60,15877
4574419,10308,34523787,741.94,58,8680
4574420,10049,34525773,886.92,30,12088
4574421,10053,34514837,860.39,85,10518
4574422,11516,34514692,237.86,99,15401
4574423,10819,34528756,687.21,42,20622
4574424,10018,34515170,146.19,77,13207
4574425,11154,34524288,218.53,84,18385
4574426,10179,34524500,738.09,97,24108
4574427,10808,34515845,33.15,61,24819
4574428,10958,34529891,779.16,16,11627
4574429,10644,34528160,145.02,43,8466
4574430,10918,34524556,111.05,43,21501
4574431,10992,34523039,957.35,97,16059
4574432,11751,34524010,396.68,75,19164
4574433,11158,34528320,784.63,8,17938
4574434,11276,34529299,665.27,4,19380
4574435,10766,34518721,919.66,45,9901
4574436,10080,34525275,774.21,34,23135
4574437,11576,34517023,928.48,65,17954
4574438,11017,34518157,259.44,15,7488
4574439,11244,34523114,218.97,21,20341
4574440,11805,34529139,39.31,94,19116
4574441,9954,34527532,944.29,5,9482
4574442,11433,34527353,354.87,26,15522
4574443,10752,34513154,285.8,78,13172
4574444,10442,34528541,465.3,27,18628
4574445,11120,34524419,548.73,46,25656
4574446,10307,34521904,213.83,33,17505
4574447,9884,34530180,828.77,46,24347
4574448,10107,34526082,731.57,81,21414
4574449,10465,34527776,274.13,46,20972
4574450,11697,34522863,248.61,64,10545
4574451,10707,34530095,550.25,67,6963
4574452,9883,34514941,151.51,88,14445
4574453,11487,34518944,719.06,43,18513
4574454,10811,34526670,468.39,6,13856
4574455,10347,34517939,187.03,54,11634
4574456,10034,34516973,767.67,34,23430
4574457,10157,34512608,742.46,98,18305
4574458,9956,34524703,167.09,73,21653
4574459,11551,34514228,878.62,97,17955
4574460,11432,34513803,783.64,83,20204
4574461,11017,34515855,413.36,58,22018
4574462,11070,34518451,607.34,1,22280
4574463,10532,34527940,111.74,26,19760
4574464,10958,34523135,623.25,14,19694
4574465,11554,34518933,480.86,22,11922
4574466,10909,34524681,617.66,8,13639
4574467,11668,34527133,640.64,52,5751
4574468,11484,34524431,93.74,82,6168
4574469,10376,34515032,430.33,8,12895
4574470,10648,34517743,420.83,29,24492
4574471,10422,34531413,653.65,12,10282
4574472,11470,34518129,192.87,62,18266
4574473,10840,34526493,217.15,32,10397
4574474,11008,34518891,867.88,86,9431
4574475,11794,34532202,114.08,62,17780
4574476,10151,34531883,813.57,66,9636
4574477,11353,34512605,779.87,15,21639
4574478,10049,34529307,646.93,11,21560
4574479,9899,34523868,933.28,25,17209
4574480,10473,34521335,616.49,14,16320
4574481,11657,34523947,496.32,16,16044
4574482,10696,34517552,530.54,60,12626
4574483,11355,34522136,482.31,42,23953
4574484,10058,34513401,424.89,91,14827
4574485,10160,34514085,270.12,2,22486
4574486,10527,34513105,715.77,86,12818
4574487,10702,34524508,828.3,77,10999
4574488,10962,34528405,88.39,31,21472
4574489,11819,34518559,587.49,98,7170
4574490,11425,34514528,385.96,49,16203
4574491,11289,34516076,498.15,19,17455
4574492,9968,34516118,15.33,46,24884
4574493,10537,34514420,955.49,59,15652
4574494,11455,34527121,209.46,95,10962
4574495,9994,34512875,381.36,53,24098
4574496,9938,34516347,71.35,62,24076
4574497,10529,34529782,975.59,18,18024
4574498,10960,34528584,671.4,76,22422
4574499,11829,34524586,80.23,26,22055
4574500,10745,34517245,169.15,36,19366
4574501,11402,34520946,798.72,60,20052
4574502,10707,34521122,256.61,5,7016
4574503,11134,34527658,781.84,39,18690
4574504,11176,34527371,999.27,39,12880
4574505,10110,34514110,736.14,84,17681
4574506,11055,34520350,125.66,82,7958
4574507,11071,34521550,814.94,25,25636
4574508,11837,34517581,430.61,18,19229
4574509,10338,34528600,662.32,31,20257
4574510,11642,34530345,689.13,48,11859
4574511,11002,34530671,186.58,14,21199
4574512,11199,34522807,337.59,59,13983
4574513,11366,34514337,47.28,78,6182
4574514,9889,34521486,911.65,43,15376
4574515,10634,34523831,113.87,11,15538
4574516,10335,34516042,789.67,44,11170
4574517,10096,34515846,902.79,45,20724
4574518,11292,34517578,720.31,23,10916
4574519,10784,34525012,692.41,24,21018
4574520,10502,34521283,695.54,3,14533
4574521,10355,34525800,365.87,7,18700
4574522,10323,34524677,378.41,29,21109
4574523,11178,34530026,350.5,45,7121
4574524,9915,34525381,242.23,9,12038
4574525,10867,34517518,599.05,87,23039
4574526,10749,34518874,493.79,81,10675
4574527,10823,34526401,863.36,77,13871
4574528,10949,34512406,317.44,99,9708
4574529,10761,34516807,998.1,14,18112
4574530,10295,34518698,822.4,41,12465
4574531,11664,34526551,22.47,50,22013
4574532,11227,34519355,347.12,86,21627
4574533,11804,34516141,166.04,84,18681
4574534,11167,34530059,100.75,79,8890
4574535,11211,34531507,405.25,89,9563
4574536,10276,34522570,825.99,55,6692
4574537,11514,34516248,955.64,78,19057
4574538,10836,34528208,375.56,86,24304
4574539,11312,34520142,102.01,31,15525
4574540,10276,34525241,753.61,57,7392
4574541,10710,34519067,999.36,85,14318
4574542,10065,34517432,200.38,11,5785
4574543,10757,34530083,241.6,83,13481
4574544,10209,34525144,64.06,63,16005
4574545,10529,34518386,971.17,70,6762
4574546,11421,34529049,499.6,29,20336
4574547,10709,34518789,891.28,10,14917
4574548,10981,34513286,481.91,44,17680
4574549,9983,34520241,250.64,61,17759
4574550,10435,34519853,773.8,98,19400
4574551,10396,34526636,374.43,100,22273
4574552,11495,34522791,391.35,45,13283
4574553,10649,34523739,265.67,48,24700
4574554,10991,34528987,905.68,61,14147
4574555,11145,34527946,545.45,75,23050
4574556,10847,34518844,80.48,32,15254
4574557,10737,34516520,384.8,93,21918
4574558,10900,34528729,653.64,23,9611
4574559,11785,34520308,401.29,51,22429
4574560,10773,34518331,617.2,12,17871
4574561,10530,34531344,177.22,86,20094
4574562,11496,34531911,975.16,56,11279
4574563,10626,34529316,411.61,81,12171
4574564,11481,34528941,849.91,51,18825
4574565,11142,34514407,403.52,57,9531
4574566,10446,34527975,933.1,72,16268
4574567,11390,34518621,956.03,2,15932
4574568,10814,34527534,216.53,53,20439
4574569,9923,34522825,526.16,53,10199
4574570,11552,34521253,724.7,76,19343
4574571,10450,34531002,512.56,83,21000
4574572,11732,34517858,43.47,27,11323
4574573,10536,34519194,791.1,18,23113
4574574,11196,34513362,539.6,36,15970
4574575,11011,34525272,366.33,23,24476
4574576,11509,34515295,269.41,93,15092
4574577,9908,34518543,190.53,38,10159
4574578,11325,34514776,189.46,59,11607
4574579,10886,34519224,371.42,82,11273
4574580,10119,34530125,146.43,54,7692
4574581,11002,34515041,850.74,35,17829
4574582,11188,34529718,227.25,36,13144
4574583,10233,34519062,473.97,23,20764
4574584,11063,34530820,915.99,76,6606
4574585,10740,34517478,455.97,13,14313
4574586,10852,34527124,756.16,11,22567
4574587,11273,34517489,784.47,20,15333
4574588,10121,34513905,408.28,70,13912
4574589,11751,34514195,976.58,64,11884
4574590,10083,34520194,610.39,81,10927
4574591,11453,34532046,937.8,33,10643
4574592,10942,34526943,535.74,68,8125
4574593,10274,34514908,255.01,55,7459
4574594,10172,34523518,687.47,65,24812
4574595,10439,34529356,470.65,77,11577
4574596,11373,34524013,87.68,32,6782
4574597,10546,34518124,122.26,50,13235
4574598,11230,34522768,913.71,29,13319
4574599,10104,34519793,71.43,35,15117
4574600,10684,34514263,623.01,56,22376
4574601,10118,34528805,570.76,37,22425
4574602,11530,34513652,652.74,70,8038
4574603,10367,34528049,566.57,21,13353
4574604,10058,34526086,191.85,21,18313
4574605,10888,34526846,495.57,28,6851
4574606,10726,34520008,412.79,42,10111
4574607,11812,34520771,307.15,35,24798
4574608,10659,34530380,908.94,92,19246
4574609,11224,34527626,458.17,15,23187
4574610,10669,34515539,477.08,96,11912
4574611,10514,34517104,590.2,7,19870
4574612,11600,34519219,535.77,85,8592
4574613,11703,34517127,536.84,61,20768
4574614,10284,34531157,515.16,89,22618
4574615,9901,34518839,285.06,2,18910
4574616,11276,34526148,611.74,49,10077
4574617,10334,34526116,938.14,32,12850
