product_id,product_name,product_description,regular_price,discount_price,quantity,category_id,published,product_weight,img_link,product_note,created_at
10183,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Add that course marriage high world himself age upon probably level those.,511.12,59.74,10,2,TRUE,9.78,https://m.media-amazon.com/images/I/41s2f-e1d3L._SY300_SX300_QL70_FMwebp_.jpg,Against Republican line media above better task believe.,2020-11-07T00:28:06
10184,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Itself ask deal candidate detail consumer police start it our hit modern maintain say environmental mention challenge decision thought later.,186.23,460.1,579,3,FALSE,4.16,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41J0RvJFffL._SX300_SY300_QL70_FMwebp_.jpg,Agency listen choice hope effort material organization kind local smile.,2020-07-21T05:13:50
10185,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Political without leader resource sport free despite city race card day life.,18.63,120.2,104,2,TRUE,8.14,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41eThX4gyWL._SY300_SX300_QL70_FMwebp_.jpg,Science occur debate hope western government military culture defense it deep behavior.,2020-02-04T07:48:48
10186,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Manager build certainly Democrat should team program name when music year public any wife loss end across until hit.,238.88,102.37,95,2,TRUE,9.41,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51L+sZTCgzL._SY300_SX300_.jpg,Decision alone view care owner page.,2023-05-10T08:40:32
10187,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Something cell water close culture range artist inside too step source war stage to.,772.94,184.6,450,3,FALSE,1.56,https://m.media-amazon.com/images/I/41bO-mGKk+L._SY300_SX300_.jpg,Form foot standard many memory under a.,2020-03-10T11:00:57
10188,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Different beyond car someone safe good eat box Mr candidate suffer specific room.,525.17,282.17,493,3,TRUE,4.6,https://m.media-amazon.com/images/I/4175g2Idd9L._SY445_SX342_QL70_FMwebp_.jpg,Imagine large seem onto benefit organization school least relate husband service already partner time.,2021-12-27T04:34:03
10189,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Pattern bar Mrs be home more former maintain number throw chance section sport majority traditional bring.,978.75,355.89,90,1,TRUE,7.38,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31z9cuviPzL._SX300_SY300_QL70_FMwebp_.jpg,Interest cold realize we husband former order view effect black control.,2023-02-24T20:53:50
10190,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Church traditional want memory for wait pull half task week by admit become plan hard accept laugh involve.,212.14,135.52,781,3,FALSE,1.11,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/311Rq7jXvgL._SY445_SX342_QL70_FMwebp_.jpg,Change truth usually prepare produce also any take movie cause president economy effect.,2023-07-30T13:30:31
10191,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Action television above base rise discussion threat movie get.,544.03,287.07,127,3,TRUE,3.33,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41TBdmDqSjL._SY445_SX342_QL70_FMwebp_.jpg,Pay visit those building ready network hot bill school federal article see short.,2021-07-18T02:49:38
10192,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Animal ahead technology baby prove film become arrive film finally agreement pretty.,150.09,397.47,453,2,FALSE,5.67,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/213GZPC7uwL._SX300_SY300_QL70_FMwebp_.jpg,Relate certainly gun second go despite thousand.,2022-07-27T04:31:06
10193,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Morning kid day foot piece health seven medical join add law make condition science never color magazine.,455.12,91.74,162,4,FALSE,1.07,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31WPRa-K7GL._SY445_SX342_QL70_FMwebp_.jpg,Risk report why trip choose dream rise family.,2020-07-27T17:10:23
10194,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Make window myself page nature he under carry responsibility south fly degree suffer school Mrs example to kitchen.,78.39,413.97,793,3,TRUE,5.12,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41sA8PA31pL._SY300_SX300_QL70_FMwebp_.jpg,Identify class yes mean music rather Mr leg.,2021-01-28T19:35:59
10195,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Scene material require usually something civil miss company blood raise although.,428.7,324.34,523,4,TRUE,1.86,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31w1SSKA-tL._SX300_SY300_QL70_FMwebp_.jpg,Traditional believe risk process best serious some civil spend.,2022-11-24T22:30:31
10196,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",She economy level gas mother mother mind support second keep wind attention stage single.,249.92,417.51,437,3,FALSE,9.5,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Bi9ZwBQ7L._SX300_SY300_QL70_FMwebp_.jpg,Attack cold single gas during fire style drive into none almost.,2022-11-12T02:15:28
10197,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Believe relationship idea question risk physical window respond hour water our note standard wife yard trouble probably fast room.,958.24,321.63,107,3,FALSE,5.42,https://m.media-amazon.com/images/I/41dwFttHxpL._SX300_SY300_QL70_FMwebp_.jpg,Rock risk staff office now allow project board evening inside citizen company.,2023-06-03T07:06:58
10198,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Body should policy method pay will community catch order read budget.,229.99,27.12,572,4,TRUE,3.31,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51xmNdrIlcS._SY300_SX300_QL70_FMwebp_.jpg,Father lose hope stock kitchen sing rise day.,2023-06-25T21:18:56
10199,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Goal stock western specific wide several article again likely contain nearly Republican certainly condition skin.,606.54,382.18,988,2,TRUE,5.26,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Wb7LHAeLL._SY300_SX300_QL70_FMwebp_.jpg,Hope right suddenly audience system whose crime interesting.,2023-01-19T18:16:16
10200,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Beyond wrong attorney beat nearly forget prove center former tonight back television continue identify before.,987.03,55.47,954,2,FALSE,9.14,https://m.media-amazon.com/images/I/51UuhCYmBnL._SY300_SX300_QL70_FMwebp_.jpg,Country land grow good discussion put with federal black apply.,2022-01-31T20:51:57
10201,"REDTECH USB-C to Lightning Cable 3.3FT, [Apple MFi Certified] Lightning to Type C Fast Charging Cord Compatible with iPhone 14/13/13 pro/Max/12/11/X/XS/XR/8, Supports Power Delivery - White",Situation garden market sport now six general various by available her area factor none can.,523.58,119.45,855,4,FALSE,1.28,https://m.media-amazon.com/images/I/31-q0xhaTAL._SY445_SX342_QL70_FMwebp_.jpg,Learn actually question on station strategy see north.,2020-03-11T09:40:36
10202,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Full firm bar system ask respond possible order age minute it song.,940.81,306.54,696,3,FALSE,1.57,https://m.media-amazon.com/images/I/41sSPp4pkYL._SY300_SX300_QL70_FMwebp_.jpg,Use yet career site pay people article.,2020-05-19T02:17:57
10203,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Our court especially young business not its administration tough policy new rule standard understand hair everything.,995.97,455.86,893,1,TRUE,1.24,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51z60rNcKSL._SY300_SX300_QL70_FMwebp_.jpg,Finally fly help over remember present off series partner air.,2022-08-19T01:46:17
10204,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Unit feeling other about like few owner accept risk school leg so effort message plan themselves involve should scientist hold spend.,338.3,62.6,966,2,FALSE,2.1,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41xL87ElgjL._SY300_SX300_QL70_FMwebp_.jpg,Left relationship say threat source general reason work individual specific agree identify.,2021-12-06T00:17:47
10205,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",Second speech moment them news eye community his sort soon before training study take skin wall oil animal enter character.,458.88,255.17,282,1,FALSE,8.86,https://m.media-amazon.com/images/I/31FmMK7a9PL._SY445_SX342_QL70_FMwebp_.jpg,Research while little as price tax score others.,2022-03-14T22:16:00
10206,Airtel DigitalTV HD Setup Box Remote,Foreign young defense oil account hand high American skin visit according author trouble create pass see similar like baby question.,301.65,225.49,217,3,TRUE,3.73,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31Lfjbfc47L._SX300_SY300_QL70_FMwebp_.jpg,View worker enjoy drop old bring voice when by person peace people expert.,2022-03-10T02:45:08
10207,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),Eye seat go scene vote perhaps movement by either.,277.37,482.76,841,2,FALSE,5.37,https://m.media-amazon.com/images/I/41Jy61seJKL._SX300_SY300_QL70_FMwebp_.jpg,Her notice side board out maintain dark manager cover win business.,2021-05-22T08:38:08
10208,"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black",Section meet somebody available law already go there current threat camera try there will might scientist.,750.46,325.83,539,4,FALSE,9.33,https://m.media-amazon.com/images/I/41I2mS67DyL._SY300_SX300_QL70_FMwebp_.jpg,Against international teacher arm month service imagine significant either your particularly reveal.,2022-08-17T10:59:29
10209,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),Man contain threat weight third type star air oil likely beautiful for argue toward century data wife such move.,164.43,457.45,866,4,TRUE,1.91,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41mW+TS5WKL._SY300_SX300_.jpg,Media pattern final center explain understand write something almost total.,2020-03-17T11:11:35
10210,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Pay upon activity two fast husband certainly step particular white here country garden.,78.92,496.15,120,3,FALSE,9.68,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51R1cOolXRL._SX300_SY300_QL70_FMwebp_.jpg,Our much remember spend discover own.,2022-12-14T12:14:54
10211,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Practice particularly newspaper report production lot radio student decide money close condition sense real station prove walk campaign budget.,281.34,432.25,824,2,TRUE,9.72,https://m.media-amazon.com/images/I/41WCgGbvwhL._SX300_SY300_QL70_ML2_.jpg,Relate television us rest eight her size room woman medical.,2020-07-01T09:06:55
10212,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Meet trouble again century responsibility painting subject tell wall sure above start a.,956.29,357.23,767,4,FALSE,6.62,https://m.media-amazon.com/images/I/41sHRWXCfvL._SX300_SY300_QL70_ML2_.jpg,Sport cup political chair another husband argue save company.,2022-12-27T22:17:58
10213,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",Us choice arrive product measure shoulder huge around glass best they carry training drug until go suffer.,143.74,56.46,172,2,TRUE,0.69,https://m.media-amazon.com/images/I/41d69zua5LL._SX300_SY300_QL70_ML2_.jpg,Consumer soldier college discussion style mission game Congress card water experience strong.,2021-02-06T02:29:21
10214,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Sport end mean culture east point organization time could agent key improve vote.,395.15,246.15,343,1,FALSE,9,https://m.media-amazon.com/images/I/31grUs8OpvL._SX300_SY300_QL70_ML2_.jpg,Off fact town memory maintain system green edge window little experience.,2022-10-08T08:13:39
10215,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Wide opportunity walk whatever science husband I certain property computer wide outside.,643.96,442.82,372,2,FALSE,9.34,https://m.media-amazon.com/images/I/41Wd9J6nfpL._SX300_SY300_QL70_ML2_.jpg,Money dinner six of however really method very finish open.,2023-08-04T16:00:21
10216,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Role chair message sing day shoulder million movement factor treat reach field he entire model bring star.,547.41,411.18,202,3,TRUE,5.08,https://m.media-amazon.com/images/I/41iEc0hf6TL._SX300_SY300_QL70_ML2_.jpg,Factor voice generation no could prevent floor.,2020-06-15T16:32:28
10217,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Probably structure appear necessary wind gas theory finish natural operation government condition end ok most save.,702.87,82.71,852,4,TRUE,4.77,https://m.media-amazon.com/images/I/41qLZhKF5ZL._SX300_SY300_QL70_ML2_.jpg,Action draw necessary peace site thank.,2022-11-13T07:50:58
10218,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Fear order meeting season here miss create in though where view vote wide development five over so peace.,215.14,97.37,401,4,TRUE,8.45,https://m.media-amazon.com/images/I/41CB1rnC5tL._SX300_SY300_QL70_ML2_.jpg,Quickly growth knowledge make drive turn create space reach small out common seven.,2020-06-05T04:10:57
10219,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Effect begin newspaper stay general college language get town author staff charge even.,560.56,417.25,609,2,FALSE,7.73,https://m.media-amazon.com/images/I/41JM3Ra+tiL._SY300_SX300_.jpg,Beat pay defense interesting rock chair fish candidate past cover write.,2023-06-07T16:41:04
10220,"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",Blood specific brother oil voice type south political might which ago word full.,880.41,210.51,768,4,FALSE,1.31,https://m.media-amazon.com/images/I/41ML8ZbPiiL._SY300_SX300_QL70_ML2_.jpg,Third cell difference child sister customer cost during determine any act.,2020-07-03T03:06:49
10221,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Interview laugh explain during start admit choose official pattern half operation movie maybe agree money.,33.81,355.69,292,4,TRUE,2.04,https://m.media-amazon.com/images/I/41Peg4pz7fL._SX300_SY300_QL70_ML2_.jpg,Record create wide green however television.,2022-10-16T12:40:42
10222,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",At knowledge official big fire successful answer include single however own probably outside able late or never while enjoy.,538.71,64,194,4,TRUE,2.51,https://m.media-amazon.com/images/I/31-hWNXDxiL._SX300_SY300_QL70_ML2_.jpg,Rule Republican song able environmental public I.,2023-06-16T19:41:28
10223,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",Yes them fire whether sound need school another one choose Mr benefit.,921.86,189.36,961,2,FALSE,6.91,https://m.media-amazon.com/images/I/41rxRY5TDSL._SX300_SY300_QL70_ML2_.jpg,Product marriage poor finish stand instead early former important.,2023-03-26T09:34:26
10224,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",Discover wide by myself class attorney quality remain billion admit practice draw.,909.27,389.88,956,3,TRUE,2.93,https://m.media-amazon.com/images/I/31NnmYempPL._SX300_SY300_QL70_ML2_.jpg,Another give plan world media wonder phone.,2022-01-13T13:39:19
10225,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Both white difficult significant lot region within behind some use arrive require sit.,175.26,375.25,188,1,FALSE,4.28,https://m.media-amazon.com/images/I/41kg-+XWoxL._SY300_SX300_.jpg,Consumer view different somebody black southern type good safe imagine cell various.,2022-09-25T19:11:35
10226,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",Indicate store small consider myself feel although evening affect manage receive go.,633.15,373.17,43,1,TRUE,9.65,https://m.media-amazon.com/images/I/41KBaLUTYHL._SX300_SY300_QL70_ML2_.jpg,Despite development production itself where hard edge glass.,2023-04-20T03:00:37
10227,"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Modern one hair site cover white property ten computer decision design behavior memory.,769.37,194.93,327,2,TRUE,3.02,https://m.media-amazon.com/images/I/41WpD4fqT4L._SX300_SY300_QL70_ML2_.jpg,Thousand discover involve loss to letter magazine these collection.,2022-06-29T13:26:38
10228,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Name hair stuff song cover attention like activity boy onto only father home model star.,152.95,235.06,579,4,FALSE,1.09,https://m.media-amazon.com/images/I/41LZP1CmYRL._SX300_SY300_QL70_ML2_.jpg,Kitchen check it hope occur he travel foreign argue.,2020-12-27T04:21:48
10229,boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),Government team change party administration per analysis keep box even even rock simple expert accept technology specific.,263.35,138.83,788,1,FALSE,4.45,https://m.media-amazon.com/images/I/31J6I7SrLXL._SX300_SY300_QL70_ML2_.jpg,Rule shake those analysis away news evidence.,2020-08-21T23:11:18
10230,"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",Pick player someone Republican perform who leg effort true process onto generation son no face stop clear your.,397.1,142.02,372,2,TRUE,6.2,https://m.media-amazon.com/images/I/413qMt0RdpL._SY300_SX300_QL70_ML2_.jpg,Work at any and speech throw sort.,2020-01-31T13:39:39
10231,"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Different marriage phone remember appear night edge stock five buy we spring cause.,890.69,359.43,336,2,TRUE,6.58,https://m.media-amazon.com/images/I/41IcuNkyrdL._SX300_SY300_QL70_ML2_.jpg,Half success civil compare how fall skill visit action hold trip its.,2021-08-02T02:52:03
10232,"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)",Really way while sister guy hair some discussion yourself event chance back.,83.06,216.85,512,4,FALSE,7.36,https://m.media-amazon.com/images/I/41J2W8DASzS._SX300_SY300_QL70_ML2_.jpg,Example identify network establish away expect dream agency artist box.,2020-07-22T08:31:02
10233,"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",Author relationship blood sort cultural half with notice so them partner environmental put represent not others student actually body.,912.47,384.53,877,1,FALSE,3.14,https://m.media-amazon.com/images/I/21luyw7JrrL._SX300_SY300_QL70_ML2_.jpg,Teach authority improve factor finish floor.,2021-01-20T09:59:27
10234,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Price value stock daughter message decision lot back on right product account until man foot.,607.86,475.8,242,3,TRUE,5.74,https://m.media-amazon.com/images/I/41ZK4aM4zgL._SX300_SY300_QL70_ML2_.jpg,Discussion itself though white watch according.,2023-01-11T18:46:58
10235,Samsung 25W USB Travel Adapter for Cellular Phones - White,Role yes policy detail could option strategy run reduce change environment paper buy speech of edge break.,294.81,212.88,438,2,FALSE,8.65,https://m.media-amazon.com/images/I/21uXmiH98wL._SX300_SY300_QL70_ML2_.jpg,Training step physical into very degree.,2020-08-08T21:58:35
10236,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",His meeting watch usually community respond art of billion position room high consumer reason project piece.,293.07,254.77,571,3,FALSE,8.59,https://m.media-amazon.com/images/I/41qqmdUWnhL._SX300_SY300_QL70_ML2_.jpg,Pick TV he money agree safe control class information choose arrive him represent.,2023-01-05T15:27:08
10237,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Those investment section chair effect point theory man charge war type capital.,353.56,462.58,830,4,FALSE,0.9,https://m.media-amazon.com/images/I/41ApzUQQFVL._SX300_SY300_QL70_ML2_.jpg,Performance magazine hear deep enjoy course national receive describe reach back pay director.,2022-12-01T04:54:46
10238,"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Present north budget will health anything somebody smile meeting summer style issue operation southern stock ago.,928.01,228.23,28,3,TRUE,6.75,https://m.media-amazon.com/images/I/41t61osAZHL._SX300_SY300_QL70_ML2_.jpg,Water still alone institution break buy research.,2020-12-15T05:12:57
10239,"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",World land election summer executive reduce analysis impact thousand anyone anyone state organization bit somebody edge skill.,727.97,51.2,197,4,FALSE,7.71,https://m.media-amazon.com/images/I/41aV2T7qLgL._SY300_SX300_QL70_ML2_.jpg,Democrat citizen wind full event call institution yourself.,2022-10-02T22:49:29
10240,"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Common another knowledge Mr position baby which always artist meet agreement particularly show impact still.,717.98,73.47,625,1,TRUE,9.64,https://m.media-amazon.com/images/I/41op1vdp-UL._SX300_SY300_QL70_ML2_.jpg,Offer always appear throw record daughter better.,2023-05-22T14:16:42
10241,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Look want provide while fill seven interview operation collection discover surface even according care couple class difficult.,516.05,106.9,796,1,TRUE,5.77,https://m.media-amazon.com/images/I/41mzbWC6AkL._SX300_SY300_QL70_ML2_.jpg,Tv really successful remain same someone about where direction stage easy cut.,2023-02-25T03:27:15
10242,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Rich so lawyer that check glass her fine group school hit Congress begin still direction tell respond yes.,656.79,70.88,463,1,TRUE,4.91,https://m.media-amazon.com/images/I/41Mce3f9faL._SX300_SY300_QL70_ML2_.jpg,Friend anything school significant far accept house TV nice likely.,2020-07-19T07:17:06
10243,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Activity outside line form you grow single other action law soldier run.,973.01,364.44,420,1,TRUE,4.64,https://m.media-amazon.com/images/I/419KF2t1nML._SX300_SY300_QL70_ML2_.jpg,Chair leader Mrs space military race culture continue second design.,2022-01-26T05:53:04
10244,"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Today father accept material seek just medical television possible provide parent hospital physical protect throw fall young.,441.38,217.47,638,1,FALSE,8.63,https://m.media-amazon.com/images/I/41OaM+9ZHXL._SY300_SX300_.jpg,Interest building attorney media figure knowledge economic almost send.,2021-03-09T15:00:05
10245,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Report throughout information full option none image check company least machine wind stay day impact camera half end since money.,960.07,222.58,56,1,TRUE,1,https://m.media-amazon.com/images/I/41ivjqdXb0L._SX300_SY300_QL70_ML2_.jpg,Trouble mind difference finish western area ask account address.,2021-02-17T17:40:21
10246,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Test blue administration reflect population ball college fish kid.,900.87,457.18,794,3,TRUE,9.39,https://m.media-amazon.com/images/I/51UsScvHQNL._SX300_SY300_QL70_ML2_.jpg,Question kitchen catch her figure road carry might letter finish training eye one.,2022-04-17T11:21:34
10247,"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",Police risk drive certain then pick soldier seat common away difference behind southern goal surface fall member strategy beautiful.,528.18,257.93,519,3,TRUE,6.05,https://m.media-amazon.com/images/I/416SpYgTVYL._SX300_SY300_QL70_ML2_.jpg,Agent task economy billion set experience official option heavy government.,2022-03-26T21:16:44
10248,"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Agent interview form away prepare us performance indeed total watch than home traditional against alone edge.,146.23,327.27,584,1,TRUE,0.69,https://m.media-amazon.com/images/I/41i7LM0pGwL._SX300_SY300_QL70_ML2_.jpg,New international feel rise both main argue phone whole shake different citizen.,2020-11-28T07:00:09
10249,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Tell modern speak president time town green blue series father state relationship second.,326.79,391.51,67,2,FALSE,3.63,https://m.media-amazon.com/images/I/410VGCE+q2L._SY300_SX300_.jpg,Less but single trial budget art available between reflect move do.,2023-04-23T04:47:23
